Restaurant,Reviewer,Review,Rating,Total_Reviews,Total_Followers,Time,Pictures
Olive Garden,Sujit Patel,Had dinner Menu is perfect. In starter broccoli nuggets was delicious. Main course was regular like any other restro.Service was ok. Will be back definitely!.Applied Zomato gold buy 1+1 free offer on food for which wana give .5 star more.,3,22,19,9/14/2018 1:45,0
Olive Garden,Suresh Vedulla,Restaurant was Not very much active.. lack of cleaning and the staff looks very lazy. Food was average ..................................:::::,3,5,16,09/03/2018 17:45,0
Olive Garden,Naveen Kumar,"I have visited the restaurant today. Veg food is really awesome. I went for alacarte, egg chilli is awesome. I ordee veg meal that is an introducary offer of cost 150, that is worth for money",5,4,1,8/22/2018 17:48,0
Olive Garden,Rahul,"Ambience is okay. People are rare. Staff are good. I didn't like the food, chicken biryani and rajasthani laal meat were not good. Price is very affordable.",3,6,4,8/21/2018 7:29,0
Olive Garden,Shravya Gunipudi,"Good food. Great service. Lovely ambience, especially the lighting. The staff is courteous too. Overall, a great experience.

If you want a decent meal at a really affordable rate then do visit Olive Garden for sure.",4,193,1273,8/20/2018 22:52,5
Olive Garden,Vinayak Modi,Good food and service. Went during Hyderabad trip and had ala carte lunch on Sunday. Quantity and quality both were good. Value for money and good taste. nice ambience. Parking can be an issue during rush hours. But place is good.,4,19,4,8/19/2018 15:36,0
Olive Garden,Vivek,"An under rated restaurant.

I've been to this place quite a few times for dinner, and always had a good experience. It doesn't have the greatest of ambience, but high marks for the food.

Would recommend broccoli corn nuggets, crispy vegetables, veg manchurian dry and all the fried rice varieties.",4,11,11,8/18/2018 23:05,0
Olive Garden,Priya Nagwani,Delicious food with good quantity. Ordered a veg biriyani combo and was totally worth it. Go ahead and order your meals for a total value for money experience.,5,73,232,8/14/2018 23:29,0
Olive Garden,Shovan M,"We went here for a team lunch. There are around 30 items.
Starters Veg- Crispy baby corn, paneer chilli, cheese nuggets, noodles, veg soup, veg Manchuriyan. Out of all cheese nuggets and veg Manchuriyan was very yummy. Others were good.

Starters Non veg- appollo fish was very tasty and was on the spicy side, chicken tandoori was good. The chicken soup was thick and delicious.

Maincourse- Veg Biriyani, chicken biriyani and white rice. Chicken curry was tasty and the chicken was nicely cooked. The mutton curry was not up to the mark. There are different bread items like butter Naan, kulcha and butter roti also. Other items like veg curry, dal fry, rasam was ok.

Desserts- Fresh cut watermelon, ice cream, Bombay halwa. The gulabjamun and the caramel custard was super delicious.

Extra items- papad, fryums, sprouts etc.
Ambience- good.
Crew members- Friendly and did their service well.

Overall experience was good, as it provides good variety of items in a pocket friendly price.",4,48,67,8/14/2018 17:13,4
Olive Garden,Aravinda Sai Gadamsetty,best delivery,5,9,1,08/12/2018 20:53,0
Olive Garden,Pavankumar,good,5,1,1,08/11/2018 23:19,0
Olive Garden,ARUGULLA PRAVEEN KUMAR,,3,1,1,08/09/2018 23:25,0
Olive Garden,Sneha Gupta,good food,4,10,119,08/05/2018 12:41,0
Olive Garden,Chanda,"Ordered veg thali for mother , she enjoyed it but the quantity for bit low , quality was good , price also bit high , will order once again some other dishes too",4,106,763,08/03/2018 15:22,0
Olive Garden,Age Of Foodies (Suraj Karambe),"New Entry in Zomato Gold-
Ambiance- 
Olive Garden is located at the Time Square, Indira Nagar beside Dominos Pizza. There is nothing much to say about the ambiance of Olive Garden Restaurant. This restaurant is very small, with no live screening and no music. Ambiance is quite boring, as they didn't even decorated it much. Even on the Saturday night, this place was not at all crowded.
Food-
We ordered Chicken Chatpati Kebab as a starter cost approximately INR 255. The quantity of Kebab was very less. They served Kebab with the green Pudina Chutney. Both the qauntity and the quality was not upto the expectations. Then we ordered Chicken Dum Biryani cost approximately INR 210.
This was the worst dum biryani I ever had, that I didn't even tasted like Biryani. Instead of Dum, they added so much oil in that Biryani. Olive Garden offers 1+1 dish on Zomato Gold membership.
Service-
Service here was too slow and the staff didn't even give attention.
Overall-
I don't recommend this restaurant to anybody, because of the bad experience I had here.",3,104,334,7/31/2018 20:53,0
Olive Garden,Venkatesh Pawar,"The ambiance, service and food what else is required to make your day better.. The taste was amazing and even the services by the management is great.",5,2,,7/30/2018 9:17,0
Olive Garden,Murali,it is one of the best in gachibowli. it is value for money. the best item i liked is Veg.Biryani and Sambar Rice. I always love to party there.,5,1,,7/30/2018 6:07,0
Olive Garden,Salome Supriya Kore,food is yummy,5,1,4,7/29/2018 16:57,0
Olive Garden,Surya Tej Kanuri,"This is a gem of a place.. From the road, it looked like an old restaurant.. But the interiors are pretty good.. The staff was very welcoming.. Special mentions to 'Khan' and the person taking the orders.. 👍

We ordered schezwan chicken and corn palak roll for starters.. The Corn rolls were soo fresh.. It tasted amazing.. Chicken was spicy and nice too..

Veg white sauce pasta and chettinad chicken biryani for mains.. There was a lotttt of cheese in pasta.. Taste was on another level.. Biryani was spicy.. A little disappointed that the spice level dominated the flavor.. But rest of the items compensated for this..

I highly recommend this place.. Will definitely visit again and again.. 😄

Food - 6/7
Service - 7/7
Ambiance - 6/7",4,201,390,7/28/2018 16:29,2
Olive Garden,Sravan Kumar K,"We ordered Paneer butter masala which was delicious, it had ample pieces of paneer and gravy was tasty too. +

Ordered Dal makhani too which was also good, but a bit oily.",4,5,18,7/27/2018 14:21,0
Olive Garden,Baishali Ghosh,"FOOD:
The food was quite delicious.
I ordered oregano fish tikka, which was really nice.
I had also ordered egg spring rolls which were very tasty but I felt they could be crispier.
For main course, I had plain naan and dum ka murgh which went really well with the naan.

SERVICE:
Staff was very corteous and polite and very attentive. Plates were changed and food was continually served.
Also they support Amex, which was quite nice as I am unable to use my CC at a lot of restaurants.

AMBIENCE:
This is a nice place to come with family or group of friends. It is not very fancy but they have a private hall as well so if you're looking for a closed off area to dine, you have that option.",4,27,18,7/27/2018 1:31,0
Olive Garden,Roger Dutt,Great food 😍 good time spent with friends and family 😍 affordable prices. Quality food😍 visit with ur friends or collogues😍 great option for corporate lunch 😍,5,2,1,7/26/2018 8:19,0
Olive Garden,Harish Av,"Been here with my friends for my birthday party, selected this restaurant based on the rating on zomato and it did worth the rating. Food was very good and the cost worth the taste and quantity..",5,5,2,7/24/2018 23:56,0
Olive Garden,Shirish Soma,The place quite good. Chinese is a must try Here. Prices are a bit high but the quantity and taste does match to it. Over all a good place for lunch/dinner. Kaju masala is a must try and fried rice.,4,9,36,7/24/2018 3:29,0
Olive Garden,Surya,excellent delivery,5,2,2,7/21/2018 22:06,0
Olive Garden,Revathi Sridhar Reddy,good,5,2,3,7/21/2018 14:53,0
Olive Garden,Naresh,nice,5,1,,7/21/2018 13:19,0
Olive Garden,Bhaskar T,Very bad cooking,1,1,16,7/21/2018 9:27,0
Olive Garden,Reshma Reshma.rn,very bad.nt frsh..,1,1,1,7/20/2018 22:13,0
Olive Garden,Sitaram,Good,5,1,,7/20/2018 21:24,0
Olive Garden,Ram Gopal,last time you given big box pepper chicken with cost 200 now you have given small one cost of 240 this the way you treat the customers,1,8,2,7/20/2018 19:41,0
Olive Garden,Surekha Inti,good delivery,5,1,1,7/20/2018 13:22,0
Olive Garden,Vanja Vinay Reddy,My self and my friends have ordered goods from this restaurant and they served Very delicious food and they made our time with delicious food and served good I hope that you guys made our day excellent thank you guys,5,1,1,7/19/2018 13:07,0
Olive Garden,Sanjana Sowmya,good,4,1,1,7/17/2018 22:28,0
Olive Garden,"Manikonda,Puppalaguda,Alkapoor,Narsingi Hitech City Hyderabad",This place is located opposite Star Super Market Gachibowli . Place is good ; Decent Ambience . Staff is Good but food isn't upto the mark . Taste less...Maza nahi aaya,3,34,1649,7/15/2018 22:25,0
Olive Garden,Venkatesh Gottimukkala,quick delivery and good follow up,5,1,1,7/15/2018 15:03,0
Olive Garden,Saurav Kumar,Value for cash. The non veg itema are very good. The amibence is decent. Chicken is also very good. Affordable and very good ...............,4,11,252,7/15/2018 12:08,0
Olive Garden,Anirudha Bodhankar,"These guys serve just great food. There are times when i want to enjoy my lunch(not on date). This is my go to place. Though service is a bit on slower side, food will make for it.

My favorite: origano fish tikka and tangdi kabab",4,23,48,7/14/2018 23:51,0
Olive Garden,John,good,4,1,1,7/13/2018 22:38,0
Olive Garden,P GNANESWAR,good,4,2,,7/13/2018 8:09,0
Olive Garden,Lakshmi Narayana,Less spicy but not bad,4,3,3,07/12/2018 20:45,0
Olive Garden,Kishor,good service,5,1,,07/10/2018 12:48,0
Olive Garden,Vicky,it's only ok,3,5,,07/09/2018 19:56,0
Olive Garden,Sunanda,I am a food lover. My love for food has increased after eating food from here. Ate the loveliest pasta and biryani ever. One of the best restaurants.,5,1,,07/09/2018 10:35,0
Olive Garden,Nookaraju Maddila,"Value your customer, don’t treat them unwelcomed behaviour. Btw rating is not food.",1,2,,07/08/2018 22:40,0
Olive Garden,Yaksh. Pgpm16c,decent,4,8,1,07/07/2018 20:24,0
Olive Garden,Bsdmkr,Good,4,1,1,07/07/2018 14:31,0
Olive Garden,Kolla Divakar,very bad taste,1,5,1,07/07/2018 12:55,0
Olive Garden,Shyamasundareddy,"We visited this place as group of 15 for team lunch and we ordered Buffet Lunch started with soup sweet corn soup and starters schezwan drumustick were delicious and sweet Rasmalai was very good.

The ambiance is good and service good.",5,1,8,07/06/2018 23:15,0
Olive Garden,Leelajyothi Munagala,nice,5,1,,07/06/2018 22:58,0
Olive Garden,Naveen Soni,"Buffet Items were limited but were tasty..Restaurant is bit small and sometimes becomes congested.. Please add some grill items like paneer tikka to the buffet..

Food : 4.5/5
Ambience : 4/5
Spacious : 3/5",4,6,2,07/06/2018 18:30,0
Olive Garden,Upendar Rao K,"nice taste, better to remove all coriander peices",3,4,7,07/06/2018 13:31,0
Olive Garden,Monika Chunchu,very nice,5,1,,07/05/2018 23:25,0
Olive Garden,Abhishek Kumar,gajar halwa was bad,3,19,1,07/04/2018 19:48,0
Olive Garden,Deepika,sweet was not served with ordered veg executive meal box,3,3,1,07/04/2018 14:08,0
